time	task_A_1	task_B_1	task_B_2	task_B_3	voter	task_C_1
256303	137	210	114	270	12	180
256505	137	211	114	270	12	180
256516	137	212	114	270	12	180
256527	137	213	114	270	12	180
257710	137	213	115	270	12	180
257738	137	213	115	270	12	181
257911	137	213	115	271	12	181
258112	137	214	115	271	12	181
258123	137	215	115	271	12	181
258134	137	216	115	271	12	181
258145	137	216	115	271	12	182
258157	137	216	115	271	12	183
259318	137	216	116	271	12	183
259347	137	216	116	271	12	184
259359	137	216	116	271	12	185
259519	137	216	116	272	12	185
259530	137	216	116	273	12	185
260726	137	217	116	273	12	185
260781	137	217	116	273	12	186
260792	137	217	116	273	12	187
260926	137	217	116	274	12	187
261128	137	218	116	274	12	187
261176	137	218	116	274	12	188
262333	137	218	116	275	12	188
262344	137	218	116	276	12	188
262534	137	219	116	276	12	188
262590	137	219	116	276	12	189
262601	137	219	116	276	12	190
262612	137	219	116	276	12	191
263740	137	220	116	276	12	191
263795	137	220	116	276	12	192
263806	137	220	116	276	12	193
263817	137	220	116	276	12	194
263941	137	220	116	277	12	194
263952	137	220	116	278	12	194
263963	137	220	116	279	12	194
264159	137	221	116	279	12	194
264171	137	222	116	279	12	194
264227	137	222	116	279	12	195
265348	137	223	116	279	12	195
265402	137	223	116	279	12	196
265413	137	223	116	279	12	197
265424	137	223	116	279	12	198
265549	137	223	116	280	12	198
265560	137	223	116	281	12	198
266761	137	223	117	281	12	198
266930	138	223	117	281	12	198
266942	139	223	117	281	12	198
267158	139	223	117	282	12	198
267169	139	223	117	283	12	198
267180	139	223	117	284	12	198
268377	139	223	117	285	12	198
268388	139	223	117	286	12	198
268399	139	223	117	287	12	198
268564	139	224	117	287	12	198
268616	139	224	117	287	12	199
269770	139	224	117	288	12	199
269781	139	224	117	289	12	199
269971	139	225	117	289	12	199
270029	139	225	117	289	12	200
270172	139	225	117	290	12	200
271378	139	225	117	291	12	200
271389	139	225	117	292	12	200
271580	139	226	117	292	12	200
271639	139	226	117	292	12	201
271650	139	226	117	292	12	202
271661	139	226	117	292	12	203
272785	139	227	117	292	12	203
272796	139	228	117	292	12	203
272807	139	229	117	292	12	203
272818	139	229	117	292	12	204
272986	139	229	117	293	12	204
272997	139	229	117	294	12	204
273008	139	229	117	295	12	204
273187	139	230	117	295	12	204
273198	139	231	117	295	12	204
273210	139	232	117	295	12	204
274393	139	233	117	295	12	204
274404	139	234	117	295	12	204
274415	139	235	117	295	12	204
274467	139	235	117	295	12	205
274478	139	235	117	295	12	206
274489	139	235	117	295	12	207
274594	139	235	117	296	12	207
275803	139	235	118	296	12	207
275853	139	235	118	296	12	208
276001	139	235	118	297	12	208
276012	139	235	118	298	12	208
276023	139	235	118	299	12	208
276202	139	236	118	299	12	208
276213	139	237	118	299	12	208
276224	139	238	118	299	12	208
276235	139	238	118	299	12	209
277382	140	238	118	299	12	209
277609	140	238	118	300	12	209
278815	140	238	119	300	12	209
278990	141	238	119	300	12	209
279217	141	238	119	301	12	209
279228	141	238	119	302	12	209
280423	141	238	120	302	12	209
280434	141	238	121	302	12	209
280445	141	238	122	302	12	209
280607	142	238	122	302	12	209
281808	143	238	122	302	12	209
282048	143	238	122	303	12	209
282236	143	239	122	303	12	209
282290	143	239	122	303	12	210
283442	143	240	122	303	12	210
283453	143	241	122	303	12	210
283464	143	242	122	303	12	210
283517	143	242	122	303	12	211
283528	143	242	122	303	12	212
283539	143	242	122	303	12	213
283643	143	242	122	304	12	213
284849	143	242	123	304	12	213
285024	144	242	123	304	12	213
285251	144	242	123	305	12	213
285262	144	242	123	306	12	213
286431	145	242	123	306	12	213
286672	145	242	123	307	12	213
286683	145	242	123	308	12	213
286694	145	242	123	309	12	213
287864	145	242	123	310	12	213
287875	145	242	123	311	12	213
288065	145	243	123	311	12	213
288122	145	243	123	311	12	214
288266	145	243	123	312	12	214
289472	145	243	124	312	12	214
289655	146	243	124	312	12	214
289666	147	243	124	312	12	214
289677	148	243	124	312	12	214
289708	148	243	124	312	12	215
290879	148	243	124	313	12	215
290890	148	243	124	314	12	215
290901	148	243	124	315	12	215
291080	148	244	124	315	12	215
291133	148	244	124	315	12	216
291281	148	244	124	316	12	216
292487	148	244	124	317	12	216
292689	148	245	124	317	12	216
292739	148	245	124	317	12	217
293894	148	245	125	317	12	217
293905	148	245	126	317	12	217
293917	148	245	127	317	12	217
294077	149	245	127	317	12	217
294305	149	245	127	318	12	217
294316	149	245	127	319	12	217
295502	149	245	127	320	12	217
295513	149	245	127	321	12	217
295524	149	245	127	322	12	217
295703	149	246	127	322	12	217
295764	149	246	127	322	12	218
295775	149	246	127	322	12	219
295786	149	246	127	322	12	220
296909	149	246	128	322	12	220
297084	150	246	128	322	12	220
297311	150	246	128	323	12	220
298532	150	246	129	323	12	220
298597	150	246	129	323	12	221
298608	150	246	129	323	12	222
298732	150	246	129	324	12	222
299924	150	246	129	325	12	222
300125	150	247	129	325	12	222
300177	150	247	129	325	12	223
300326	150	247	130	325	12	223
300337	150	247	131	325	12	223
301506	151	247	131	325	12	223
301733	151	247	131	326	12	223
302939	151	248	131	326	12	223
302950	151	249	131	326	12	223
302961	151	250	131	326	12	223
302972	151	250	131	326	12	224
303154	151	250	131	327	12	224
303165	151	250	131	328	12	224
303342	151	251	131	328	12	224
303354	151	252	131	328	12	224
303365	151	253	131	328	12	224
304547	151	253	131	329	12	224
304558	151	253	131	330	12	224
304748	151	254	131	330	12	224
304759	151	255	131	330	12	224
304770	151	256	131	330	12	224
305928	152	256	131	330	12	224
306155	152	256	131	331	12	224
306360	152	257	131	331	12	224
306411	152	257	131	331	12	225
307579	152	258	131	331	12	225
307634	152	258	131	331	12	226
307645	152	258	131	331	12	227
307656	152	258	131	331	12	228
307772	152	258	131	332	12	228
307783	152	258	131	333	12	228
307794	152	258	131	334	12	228
308970	152	259	131	334	12	228
309029	152	259	131	334	12	229
309170	152	259	131	335	12	229
309371	152	260	131	335	12	229
310577	152	260	132	335	12	229
310588	152	260	133	335	12	229
310599	152	260	134	335	12	229
310752	153	260	134	335	12	229
311984	153	261	134	335	12	229
312042	153	261	134	335	12	230
312053	153	261	134	335	12	231
312064	153	261	134	335	12	232
312194	153	261	134	336	12	232
312386	153	262	134	336	12	232
312397	153	263	134	336	12	232
313574	154	263	134	336	12	232
313585	155	263	134	336	12	232
313793	155	263	134	337	12	232
313805	155	263	134	338	12	232
315000	155	263	134	339	12	232
315200	155	264	134	339	12	232
315211	155	265	134	339	12	232
315222	155	266	134	339	12	232
315233	155	266	134	339	12	233
315401	155	266	134	340	12	233
316607	155	266	135	340	12	233
316782	156	266	135	340	12	233
318014	156	267	135	340	12	233
318025	156	268	135	340	12	233
318084	156	268	135	340	12	234
318215	156	268	135	341	12	234
318416	156	269	135	341	12	234
318427	156	270	135	341	12	234
319596	157	270	135	341	12	234
319607	158	270	135	341	12	234
319823	158	270	135	342	12	234
319834	158	270	135	343	12	234
319845	158	270	135	344	12	234
321029	158	270	135	345	12	234
321204	159	270	135	345	12	234
321215	160	270	135	345	12	234
321431	160	270	135	346	12	234
322611	161	270	135	346	12	234
322838	161	270	135	347	12	234
322849	161	270	135	348	12	234
324044	161	270	135	349	12	234
324263	161	271	135	349	12	234
324274	161	272	135	349	12	234
324328	161	272	135	349	12	235
324446	161	272	135	350	12	235
324457	161	272	135	351	12	235
325626	162	272	135	351	12	235
325638	163	272	135	351	12	235
325649	164	272	135	351	12	235
325679	164	272	135	351	13	235
325853	164	272	136	351	13	235
325902	164	272	136	351	13	236
327059	164	272	137	351	13	236
327070	164	272	138	351	13	236
327081	164	272	139	351	13	236
327234	165	272	139	351	13	236
327461	165	272	139	352	13	236
327472	165	272	139	353	13	236
327483	165	272	139	354	13	236
328516	165	272	139	354	13	237
328667	165	272	139	355	13	237
328678	165	272	139	356	13	237
328689	165	272	139	357	13	237
328885	165	273	139	357	13	237
328896	165	274	139	357	13	237
328907	165	275	139	357	13	237
328958	165	275	139	357	13	238
330074	165	275	140	357	13	238
330085	165	275	141	357	13	238
330249	166	275	141	357	13	238
330260	167	275	141	357	13	238
330271	168	275	141	357	13	238
330302	168	275	141	357	13	239
330314	168	275	141	357	13	240
330476	168	275	142	357	13	240
330488	168	275	143	357	13	240
330499	168	275	144	357	13	240
331516	168	275	144	357	13	241
331682	168	275	144	358	13	241
331693	168	275	144	359	13	241
331704	168	275	144	360	13	241
331883	168	276	144	360	13	241
331894	168	277	144	360	13	241
331905	168	278	144	360	13	241
333063	169	278	144	360	13	241
333290	169	278	144	361	13	241
333301	169	278	144	362	13	241
333492	169	279	144	362	13	241
333504	169	280	144	362	13	241
333515	169	281	144	362	13	241
334523	169	281	144	362	14	241
334707	169	281	145	362	14	241
334719	169	281	146	362	14	241
334730	169	281	147	362	14	241
334872	170	281	147	362	14	241
334884	171	281	147	362	14	241
336104	171	282	147	362	14	241
336115	171	283	147	362	14	241
336126	171	284	147	362	14	241
336138	171	284	147	362	14	242
336149	171	284	147	362	14	243
336305	171	284	147	363	14	243
336316	171	284	147	364	14	243
336327	171	284	147	365	14	243
336506	171	285	147	365	14	243
336517	171	286	147	365	14	243
337518	171	286	147	366	14	243
337712	171	287	147	366	14	243
337723	171	288	147	366	14	243
337735	171	289	147	366	14	243
337746	171	289	147	366	14	244
337913	171	289	147	367	14	244
337924	171	289	147	368	14	244
337936	171	289	147	369	14	244
339119	171	289	148	369	14	244
339130	171	289	149	369	14	244
339141	171	289	150	369	14	244
339294	172	289	150	369	14	244
340527	172	290	150	369	14	244
340575	172	290	150	369	14	245
340586	172	290	150	369	14	246
340727	172	290	151	369	14	246
340738	172	290	152	369	14	246
340902	173	290	152	369	14	246
340913	174	290	152	369	14	246
342140	174	290	152	370	14	246
342335	174	291	152	370	14	246
342385	174	291	152	370	14	247
343541	174	291	153	370	14	247
343552	174	291	154	370	14	247
343716	175	291	154	370	14	247
343943	175	291	154	371	14	247
345123	176	291	154	371	14	247
345350	176	291	154	372	14	247
345361	176	291	154	373	14	247
346556	176	291	154	374	14	247
346757	176	292	154	374	14	247
346768	176	293	154	374	14	247
346824	176	293	154	374	14	248
346835	176	293	154	374	14	249
346958	176	293	154	375	14	249
348178	176	293	154	376	14	249
348189	176	293	154	377	14	249
348200	176	293	154	378	14	249
348365	176	294	154	378	14	249
348424	176	294	154	378	14	250
348435	176	294	154	378	14	251
348446	176	294	154	378	14	252
349545	177	294	154	378	14	252
349772	177	294	154	379	14	252
349783	177	294	154	380	14	252
349973	177	295	154	380	14	252
351179	177	296	154	380	14	252
351223	177	296	154	380	14	253
351234	177	296	154	380	14	254
351245	177	296	154	380	14	255
351380	177	296	155	380	14	255
351391	177	296	156	380	14	255
352586	177	297	156	380	14	255
352597	177	298	156	380	14	255
352608	177	299	156	380	14	255
352662	177	299	156	380	14	256
352787	177	299	157	380	14	256
352798	177	299	158	380	14	256
352962	178	299	158	380	14	256
354028	178	299	158	380	14	257
354039	178	299	158	380	14	258
354194	178	299	158	381	14	258
354395	178	300	158	381	14	258
354446	178	300	158	381	14	259
355601	178	300	159	381	14	259
355612	178	300	160	381	14	259
355623	178	300	161	381	14	259
355776	179	300	161	381	14	259
355787	180	300	161	381	14	259
355798	181	300	161	381	14	259
355829	181	300	161	381	15	259
356003	181	300	162	381	15	259
357209	181	300	163	381	15	259
357236	181	300	163	381	15	260
357247	181	300	163	381	15	261
357410	181	300	163	382	15	261
358625	181	301	163	382	15	261
358677	181	301	163	382	15	262
358689	181	301	163	382	15	263
358817	181	301	163	383	15	263
358829	181	301	163	384	15	263
358840	181	301	163	385	15	263
359018	181	302	163	385	15	263
360198	182	302	163	385	15	263
360209	183	302	163	385	15	263
360220	184	302	163	385	15	263
360425	184	302	163	386	15	263
360436	184	302	163	387	15	263
360447	184	302	163	388	15	263
361631	184	302	163	389	15	263
361642	184	302	163	390	15	263
361833	184	303	163	390	15	263
361844	184	304	163	390	15	263
361895	184	304	163	390	15	264
361906	184	304	163	390	15	265
362033	184	304	163	391	15	265
363213	185	304	163	391	15	265
363440	185	304	163	392	15	265
364646	185	304	164	392	15	265
364657	185	304	165	392	15	265
364669	185	304	166	392	15	265
364821	186	304	166	392	15	265
364832	187	304	166	392	15	265
365048	187	304	166	393	15	265
366254	187	304	167	393	15	265
366304	187	304	167	393	15	266
366470	187	304	168	393	15	266
366481	187	304	169	393	15	266
366492	187	304	170	393	15	266
367661	187	305	170	393	15	266
367689	187	305	170	393	15	267
367700	187	305	170	393	15	268
367877	187	305	171	393	15	268
368037	188	305	171	393	15	268
369269	188	305	172	393	15	268
369280	188	305	173	393	15	268
369291	188	305	174	393	15	268
369444	189	305	174	393	15	268
369455	190	305	174	393	15	268
369466	191	305	174	393	15	268
369497	191	305	174	393	15	269
370676	191	305	174	394	15	269
370687	191	305	174	395	15	269
370699	191	305	174	396	15	269
370877	191	306	174	396	15	269
370888	191	307	174	396	15	269
370899	191	308	174	396	15	269
370949	191	308	174	396	15	270
371078	191	308	174	397	15	270
372132	191	308	174	397	15	271
372284	191	308	174	398	15	271
372485	191	309	174	398	15	271
372496	191	310	174	398	15	271
372552	191	310	174	398	15	272
373691	191	311	174	398	15	272
373746	191	311	174	398	15	273
373892	191	311	174	399	15	273
373903	191	311	174	400	15	273
374093	191	312	174	400	15	273
374104	191	313	174	400	15	273
374115	191	314	174	400	15	273
374126	191	314	174	400	15	274
375133	191	314	174	400	15	275
375144	191	314	174	400	15	276
375299	191	314	174	401	15	276
375311	191	314	174	402	15	276
375322	191	314	174	403	15	276
375500	191	315	174	403	15	276
375549	191	315	174	403	15	277
375560	191	315	174	403	15	278
376706	191	316	174	403	15	278
376759	191	316	174	403	15	279
376907	191	316	174	404	15	279
377082	192	316	174	404	15	279
377093	193	316	174	404	15	279
378293	194	316	174	404	15	279
378515	194	316	174	405	15	279
378526	194	316	174	406	15	279
379695	195	316	174	406	15	279
379922	195	316	174	407	15	279
380123	195	317	174	407	15	279
380134	195	318	174	407	15	279
381303	196	318	174	407	15	279
381530	196	318	174	408	15	279
382710	197	318	174	408	15	279
382937	197	318	174	409	15	279
383138	197	319	174	409	15	279
384318	198	319	174	409	15	279
384545	198	319	174	410	15	279
384556	198	319	174	411	15	279
384567	198	319	174	412	15	279
385751	198	320	174	412	15	279
385811	198	320	174	412	15	280
385822	198	320	174	412	15	281
385965	198	320	174	413	15	281
386153	198	321	174	413	15	281
386164	198	322	174	413	15	281
386176	198	323	174	413	15	281
386187	198	323	174	413	15	282
387194	198	323	174	413	15	283
387359	198	323	174	414	15	283
387561	198	324	174	414	15	283
387617	198	324	174	414	15	284
387628	198	324	174	414	15	285
387639	198	324	174	414	15	286
388766	198	324	174	415	15	286
388967	198	325	174	415	15	286
389016	198	325	174	415	15	287
389168	198	326	174	415	15	287
390348	199	326	174	415	15	287
390359	200	326	174	415	15	287
390575	200	326	174	416	15	287
390586	200	326	174	417	15	287
390598	200	326	174	418	15	287
391781	200	327	174	418	15	287
391792	200	328	174	418	15	287
391851	200	328	174	418	15	288
391862	200	328	174	418	15	289
391873	200	328	174	418	15	290
391982	200	328	174	419	15	290
392183	200	329	174	419	15	290
393389	200	330	174	419	15	290
393439	200	330	174	419	15	291
393450	200	330	174	419	15	292
393461	200	330	174	419	15	293
393590	200	330	174	420	15	293
393601	200	330	174	421	15	293
393612	200	330	174	422	15	293
394796	200	331	174	422	15	293
394808	200	332	174	422	15	293
394886	200	332	174	422	15	294
394997	200	332	175	422	15	294
395172	201	332	175	422	15	294
395183	202	332	175	422	15	294
395194	203	332	175	422	15	294
395225	203	332	175	422	15	295
395237	203	332	175	422	15	296
396404	203	333	175	422	15	296
396431	203	333	175	422	15	297
396442	203	333	175	422	15	298
396453	203	333	175	422	15	299
396605	203	333	176	422	15	299
397811	203	333	177	422	15	299
397838	203	333	177	422	15	300
398013	203	333	177	423	15	300
398024	203	333	177	424	15	300
398213	203	334	177	424	15	300
399419	203	334	178	424	15	300
399447	203	334	178	424	15	301
399620	203	334	178	425	15	301
400826	203	335	178	425	15	301
400881	203	335	178	425	15	302
401027	203	335	179	425	15	302
401202	204	335	179	425	15	302
402434	204	335	180	425	15	302
402609	205	335	180	425	15	302
402620	206	335	180	425	15	302
403841	206	336	180	425	15	302
403852	206	337	180	425	15	302
403863	206	338	180	425	15	302
403874	206	338	180	425	15	303
404042	206	338	180	426	15	303
404053	206	338	180	427	15	303
404064	206	338	180	428	15	303
404260	206	339	180	428	15	303
405423	207	339	180	428	15	303
405434	208	339	180	428	15	303
405446	209	339	180	428	15	303
405476	209	339	180	428	16	303
405650	209	339	181	428	16	303
405699	209	339	181	428	16	304
406830	210	339	181	428	16	304
407057	210	339	181	429	16	304
407068	210	339	181	430	16	304
407079	210	339	181	431	16	304
407258	210	340	181	431	16	304
407312	210	340	181	431	16	305
408464	210	340	182	431	16	305
408639	211	340	182	431	16	305
409871	211	340	183	431	16	305
409882	211	340	184	431	16	305
409893	211	340	185	431	16	305
410046	212	340	185	431	16	305
410273	212	340	185	432	16	305
411479	212	340	185	433	16	305
411490	212	340	185	434	16	305
411680	212	341	185	434	16	305
411735	212	341	185	434	16	306
411746	212	341	185	434	16	307
412886	212	342	185	434	16	307
412898	212	343	185	434	16	307
412947	212	343	185	434	16	308
413087	212	343	185	435	16	308
413289	212	344	185	435	16	308
413300	212	345	185	435	16	308
414509	212	345	186	435	16	308
414520	212	345	187	435	16	308
414531	212	345	188	435	16	308
414669	213	345	188	435	16	308
415875	214	345	188	435	16	308
416116	214	345	188	436	16	308
416303	214	346	188	436	16	308
416314	214	347	188	436	16	308
417509	214	347	188	437	16	308
417710	214	348	188	437	16	308
417764	214	348	188	437	16	309
417776	214	348	188	437	16	310
418916	214	348	189	437	16	310
419099	215	348	189	437	16	310
419327	215	348	189	438	16	310
419338	215	348	189	439	16	310
419349	215	348	189	440	16	310
420506	216	348	189	440	16	310
420725	216	348	189	441	16	310
420736	216	348	189	442	16	310
420748	216	348	189	443	16	310
421905	217	348	189	443	16	310
422137	217	348	189	444	16	310
422307	218	348	189	444	16	310
423540	218	348	190	444	16	310
423551	218	348	191	444	16	310
423714	219	348	191	444	16	310
424953	219	348	192	444	16	310
425121	220	348	192	444	16	310
425348	220	348	192	445	16	310
425359	220	348	192	446	16	310
426554	220	348	192	447	16	310
426565	220	348	192	448	16	310
426576	220	348	192	449	16	310
426755	220	349	192	449	16	310
426784	220	349	192	449	16	311
427961	220	349	193	449	16	311
428144	221	349	193	449	16	311
428363	221	349	193	450	16	311
428374	221	349	193	451	16	311
428385	221	349	193	452	16	311
429569	221	350	193	452	16	311
429622	221	350	193	452	16	312
429634	221	350	193	452	16	313
429770	221	350	193	453	16	313
430976	221	350	193	454	16	313
430987	221	350	193	455	16	313
431177	221	351	193	455	16	313
431188	221	352	193	455	16	313
431199	221	353	193	455	16	313
431210	221	353	193	455	16	314
431378	221	353	193	456	16	314
432558	222	353	193	456	16	314
432785	222	353	193	457	16	314
433991	222	353	193	458	16	314
434192	222	354	193	458	16	314
434246	222	354	193	458	16	315
434393	222	354	193	459	16	315
434404	222	354	193	460	16	315
435573	223	354	193	460	16	315
435800	223	354	193	461	16	315
435811	223	354	193	462	16	315
437006	223	355	193	462	16	315
437056	223	355	193	462	16	316
437207	223	355	194	462	16	316
437218	223	355	195	462	16	316
437229	223	355	196	462	16	316
437382	224	355	196	462	16	316
437393	225	355	196	462	16	316
437404	226	355	196	462	16	316
437452	226	355	196	462	16	317
438596	227	355	196	462	16	317
438815	227	355	196	463	16	317
438990	228	355	196	463	16	317
439001	229	355	196	463	16	317
440021	229	356	196	463	16	317
440032	229	357	196	463	16	317
440043	229	358	196	463	16	317
440222	229	358	196	464	16	317
440423	229	359	196	464	16	317
440472	229	359	196	464	16	318
440483	229	359	196	464	16	319
441603	230	359	196	464	16	319
441614	231	359	196	464	16	319
441844	231	359	196	465	16	319
442005	232	359	196	465	16	319
443053	232	359	197	465	16	319
443219	233	359	197	465	16	319
443230	234	359	197	465	16	319
443241	235	359	197	465	16	319
443281	235	359	197	465	17	319
443445	235	359	198	465	17	319
443456	235	359	199	465	17	319
444618	236	359	199	465	17	319
444630	237	359	199	465	17	319
444845	237	359	199	466	17	319
446054	237	359	200	466	17	319
446226	238	359	200	466	17	319
446453	238	359	200	467	17	319
446464	238	359	200	468	17	319
446475	238	359	200	469	17	319
447633	239	359	200	469	17	319
447644	240	359	200	469	17	319
447655	241	359	200	469	17	319
447686	241	359	200	469	18	319
447860	241	359	201	469	18	319
447871	241	359	202	469	18	319
447882	241	359	203	469	18	319
448035	242	359	203	469	18	319
449093	242	359	203	469	19	319
449267	242	359	204	469	19	319
449442	243	359	204	469	19	319
449453	244	359	204	469	19	319
450674	244	359	204	470	19	319
450875	244	360	204	470	19	319
450940	244	360	204	470	19	320
451077	244	360	204	471	19	320
452128	244	360	204	471	19	321
452282	244	360	204	472	19	321
452293	244	360	204	473	19	321
452500	244	361	204	473	19	321
452511	244	362	204	473	19	321
452522	244	363	204	473	19	321
452533	244	363	204	473	19	322
452544	244	363	204	473	19	323
453689	244	364	204	473	19	323
453701	244	365	204	473	19	323
